d3_q4,time,stage,surv,surv_lci,surv_uci
3,.75,2,.92043105,.8374843,.9619794
3,.8,2,.91614641,.8292834,.9598539
3,.85,2,.91200287,.821382,.9577962
3,.9,2,.90798805,.8137527,.9558006
3,.95,2,.90409084,.8063721,.9538618
3,1,2,.90030133,.7992197,.9519748
3,1.05,2,.89661063,.7922778,.9501353
3,1.1,2,.89301076,.7855306,.948339
3,1.15,2,.88949459,.7789644,.9465821
3,1.2,2,.88605563,.772567,.9448614
3,1.25,2,.8826881,.7663273,.9431734
3,1.3,2,.87938672,.7602357,.9415155
3,1.35,2,.87614671,.7542831,.939885
3,1.4,2,.87296376,.7484614,.9382796
3,1.45,2,.86983391,.7427633,.9366971
3,1.5,2,.86675359,.7371819,.9351355
3,1.55,2,.86371951,.731711,.9335931
3,1.6,2,.86072864,.7263446,.9320683
3,1.65,2,.85777844,.7210776,.9305598
3,1.7,2,.85486717,.7159058,.9290668
3,1.75,2,.85199342,.7108257,.9275888
3,1.8,2,.84915582,.7058335,.9261253
3,1.85,2,.84635311,.7009259,.9246758
3,1.9,2,.8435841,.6960996,.9232398
3,1.95,2,.84084765,.6913515,.9218171
3,2,2,.83814273,.6866787,.9204072
3,2.05,2,.83546833,.6820784,.9190099
3,2.1,2,.83282349,.6775479,.9176248
3,2.15,2,.83020731,.6730848,.9162516
3,2.2,2,.82761896,.6686865,.9148901
3,2.25,2,.82505763,.6643508,.9135401
3,2.3,2,.82252254,.6600756,.9122013
3,2.35,2,.82001296,.6558588,.9108734
3,2.4,2,.81752819,.6516984,.9095563
3,2.45,2,.81506759,.6475926,.9082499
3,2.5,2,.81263051,.6435397,.9069538
3,2.55,2,.81021635,.6395378,.9056679
3,2.6,2,.80782453,.6355855,.904392
3,2.65,2,.80545448,.6316812,.903126
3,2.7,2,.8031057,.6278235,.9018697
3,2.75,2,.80077767,.624011,.900623
3,2.8,2,.79846991,.6202423,.8993856
3,2.85,2,.79618194,.6165163,.8981575
3,2.9,2,.7939133,.6128317,.8969384
3,2.95,2,.79166359,.6091874,.8957284
3,3,2,.78943238,.6055824,.8945272
3,3.05,2,.78721927,.6020155,.8933346
3,3.1,2,.78502388,.5984858,.8921506
3,3.15,2,.78284582,.5949924,.8909751
3,3.2,2,.78068476,.5915343,.8898079
3,3.25,2,.77854035,.5881107,.8886489
3,3.3,2,.77641225,.5847207,.8874979
3,3.35,2,.77430014,.5813636,.8863549
3,3.4,2,.7722037,.5780385,.8852198
3,3.45,2,.77012266,.5747449,.8840923
3,3.5,2,.76805671,.5714819,.8829725
3,3.55,2,.76600556,.5682489,.8818603
3,3.6,2,.76396896,.5650452,.8807554
3,3.65,2,.76194663,.5618703,.8796579
3,3.7,2,.75993832,.5587236,.8785676
3,3.75,2,.7579438,.5556045,.8774844
3,3.8,2,.75596281,.5525123,.8764082
3,3.85,2,.75399512,.5494467,.875339
3,3.9,2,.7520405,.546407,.8742765
3,3.95,2,.75009876,.543393,.8732209
3,4,2,.74816966,.5404039,.8721718
3,4.05,2,.74625299,.5374394,.8711293
3,4.1,2,.74434859,.534499,.8700933
3,4.15,2,.74245621,.5315824,.8690637
3,4.2,2,.74057571,.5286891,.8680404
3,4.25,2,.73870686,.5258188,.8670232
3,4.3,2,.7368495,.522971,.8660123
3,4.35,2,.73500349,.5201454,.8650073
3,4.4,2,.7331686,.5173416,.8640084
3,4.45,2,.73134471,.5145592,.8630153
3,4.5,2,.72953163,.511798,.8620281
3,4.55,2,.72772921,.5090577,.8610466
3,4.6,2,.72593733,.5063379,.8600707
3,4.65,2,.72415578,.5036383,.8591005
3,4.7,2,.72238447,.5009586,.8581358
3,4.75,2,.72062322,.4982986,.8571765
3,4.8,2,.7188719,.4956579,.8562226
3,4.85,2,.7171304,.4930364,.855274
3,4.9,2,.71539855,.4904336,.8543307
3,4.95,2,.71367626,.4878495,.8533925
3,5,2,.71196336,.4852837,.8524595
4,0,2,1,1,1
4,.05,2,.99822146,.9941563,.9994594
4,.1,2,.99476244,.986034,.9980412
4,.15,2,.9906101,.976636,.9962422
4,.2,2,.9861688,.9666132,.9943037
4,.25,2,.98164511,.9564074,.9923297
4,.3,2,.97715378,.9463012,.9903694
4,.35,2,.9727609,.9364673,.988448
4,.4,2,.96850462,.9270055,.9865792
4,.45,2,.96440636,.9179683,.9847709
4,.5,2,.960477,.909377,.9830278
4,.55,2,.95671704,.901224,.9813508
4,.6,2,.95311406,.8934683,.9797367
4,.65,2,.94965427,.8860676,.9781811
4,.7,2,.94632474,.8789836,.9766799
4,.75,2,.94311367,.872183,.9752288
4,.8,2,.94001036,.865637,.9738243
4,.85,2,.9370052,.8593206,.9724623
4,.9,2,.93408956,.8532124,.9711396
4,.95,2,.93125572,.8472937,.9698528
4,1,2,.92849674,.8415483,.968599
4,1.05,2,.92580642,.8359622,.9673754
4,1.1,2,.92317919,.8305229,.9661795
4,1.15,2,.92061002,.8252196,.965009
4,1.2,2,.9180944,.8200427,.9638616
4,1.25,2,.91562824,.8149834,.9627356
4,1.3,2,.91320784,.810034,.961629
4,1.35,2,.91082984,.8051876,.9605402
4,1.4,2,.90849121,.8004377,.9594679
4,1.45,2,.90618915,.7957786,.9584106
4,1.5,2,.90392114,.791205,.957367
4,1.55,2,.90168486,.786712,.9563361
4,1.6,2,.89947818,.782295,.955317
4,1.65,2,.89729929,.7779501,.9543086
4,1.7,2,.895147,.7736744,.9533106
4,1.75,2,.89302033,.7694651,.9523225
4,1.8,2,.89091835,.7653199,.9513441
4,1.85,2,.88884018,.7612363,.950375
4,1.9,2,.88678502,.7572119,.9494147
4,1.95,2,.88475209,.7532447,.9484633
4,2,2,.88274066,.7493325,.9475204
4,2.05,2,.88075005,.7454734,.9465857
4,2.1,2,.8787796,.7416655,.945659
4,2.15,2,.8768287,.7379069,.9447402
4,2.2,2,.87489678,.7341959,.9438291
4,2.25,2,.87298327,.730531,.9429255
4,2.3,2,.87108765,.7269107,.9420291
4,2.35,2,.86920941,.7233332,.94114
4,2.4,2,.86734808,.7197974,.9402579
4,2.45,2,.86550322,.716302,.9393827
4,2.5,2,.86367438,.7128455,.9385142
4,2.55,2,.86186115,.7094269,.9376524
4,2.6,2,.86006313,.7060449,.9367971
4,2.65,2,.85827994,.7026985,.9359482
4,2.7,2,.85651123,.6993866,.9351055
4,2.75,2,.85475665,.6961083,.934269
4,2.8,2,.85301586,.6928626,.9334386
4,2.85,2,.85128854,.6896486,.9326141
4,2.9,2,.84957438,.6864654,.9317955
4,2.95,2,.8478731,.6833122,.9309826
4,3,2,.84618441,.6801882,.9301755
4,3.05,2,.84450803,.6770928,.9293739
4,3.1,2,.8428437,.6740251,.9285777
4,3.15,2,.84119117,.6709844,.927787
4,3.2,2,.8395502,.6679702,.9270017
4,3.25,2,.83792055,.6649818,.9262215
4,3.3,2,.83630199,.6620185,.9254465
4,3.35,2,.8346943,.65908,.9246766
4,3.4,2,.83309727,.6561654,.9239117
4,3.45,2,.83151071,.6532744,.9231517
4,3.5,2,.8299344,.6504064,.9223966
4,3.55,2,.82836817,.6475609,.9216462
4,3.6,2,.82681182,.6447375,.9209006
4,3.65,2,.82526516,.6419358,.9201596
4,3.7,2,.82372805,.6391551,.9194233
4,3.75,2,.8222003,.6363953,.9186914
4,3.8,2,.82068174,.6336559,.917964
4,3.85,2,.81917223,.6309365,.9172409
4,3.9,2,.8176716,.6282367,.9165222
4,3.95,2,.81617972,.6255561,.9158078
4,4,2,.81469643,.6228945,.9150975
4,4.05,2,.81322158,.6202514,.9143915
4,4.1,2,.81175507,.6176266,.9136895
4,4.15,2,.81029673,.6150198,.9129915
4,4.2,2,.80884646,.6124306,.9122975
4,4.25,2,.80740411,.6098589,.9116074
4,4.3,2,.80596956,.6073042,.9109213
4,4.35,2,.80454272,.6047663,.9102389
4,4.4,2,.80312344,.602245,.9095603
4,4.45,2,.80171163,.5997401,.9088854
4,4.5,2,.80030716,.5972512,.9082142
4,4.55,2,.79890994,.5947781,.9075465
4,4.6,2,.79751987,.5923207,.9068825
4,4.65,2,.79613683,.5898786,.9062219
4,4.7,2,.79476074,.5874518,.9055649
4,4.75,2,.79339148,.5850399,.9049112
4,4.8,2,.79202897,.5826428,.904261
4,4.85,2,.79067313,.5802603,.9036141
4,4.9,2,.78932385,.5778921,.9029705
4,4.95,2,.78798106,.5755382,.9023301
4,5,2,.78664465,.5731982,.9016929
1,0,3,1,1,1
1,.05,3,.99015211,.9738753,.9963069
1,.1,3,.97122694,.9414955,.9859609
1,.15,3,.94890132,.9057707,.9725857
1,.2,3,.92548973,.8687915,.9582676
1,.25,3,.90213293,.8321729,.9438957
1,.3,3,.87942366,.7969565,.9298402
1,.35,3,.85766779,.7637187,.9162599
1,.4,3,.8370115,.7327164,.9032242
1,.45,3,.81750936,.7040061,.8907618
1,.5,3,.79916251,.677525,.8788819
1,.55,3,.78192407,.6531156,.867575
1,.6,3,.76569268,.6305296,.8568051
1,.65,3,.75036743,.6095362,.8465332
1,.7,3,.73585763,.5899383,.8367219
1,.75,3,.72208282,.5715703,.8273354
1,.8,3,.70897195,.5542932,.8183396
1,.85,3,.69646243,.53799,.8097026
1,.9,3,.68449916,.522562,.8013945
1,.95,3,.67303351,.5079254,.7933877
1,1,3,.66202257,.4940085,.7856569
1,1.05,3,.65142837,.4807495,.7781786
1,1.1,3,.64121715,.4680949,.7709317
1,1.15,3,.63135897,.4559977,.7638968
1,1.2,3,.621827,.4444166,.7570562
1,1.25,3,.61259735,.4333149,.7503941
1,1.3,3,.60364851,.4226596,.7438961
1,1.35,3,.59496112,.4124214,.737549
1,1.4,3,.58651781,.4025735,.7313413
1,1.45,3,.57830277,.3930915,.7252623
1,1.5,3,.57030176,.3839535,.7193025
1,1.55,3,.5625018,.375139,.7134534
1,1.6,3,.55489105,.3666294,.7077072
1,1.65,3,.54745922,.3584076,.7020577
1,1.7,3,.54019846,.3504591,.6965005
1,1.75,3,.5331019,.3427704,.6910326
1,1.8,3,.52616303,.3353288,.6856509
1,1.85,3,.51937577,.3281225,.6803527
1,1.9,3,.51273443,.3211401,.6751356
1,1.95,3,.50623359,.3143709,.6699972
1,2,3,.49986821,.3078053,.6649354
1,2.05,3,.49363349,.3014337,.6599483
1,2.1,3,.48752488,.2952473,.6550339
1,2.15,3,.48153806,.289238,.6501907
1,2.2,3,.47566904,.2833979,.6454167
1,2.25,3,.46991392,.2777198,.6407107
1,2.3,3,.46426903,.2721967,.6360708
1,2.35,3,.45873089,.2668222,.631496
1,2.4,3,.45329616,.2615901,.6269845
1,2.45,3,.44796173,.2564948,.6225353
1,2.5,3,.44272455,.2515307,.6181471
1,2.55,3,.43758176,.2466928,.6138185
1,2.6,3,.43253059,.2419763,.6095485
1,2.65,3,.42756841,.2373764,.6053358
1,2.7,3,.42269274,.232889,.6011795
1,2.75,3,.41790116,.2285099,.5970783
1,2.8,3,.41319136,.2242352,.5930312
1,2.85,3,.40856113,.2200613,.5890373
1,2.9,3,.40400832,.2159846,.5850955
1,2.95,3,.39953094,.2120019,.5812048
1,3,3,.39512702,.20811,.5773643
1,3.05,3,.39079467,.2043059,.5735731
1,3.1,3,.38653208,.2005867,.5698304
1,3.15,3,.38233749,.1969498,.566135
1,3.2,3,.37820927,.1933926,.5624864
1,3.25,3,.37414578,.1899126,.5588835
1,3.3,3,.37014545,.1865074,.5553256
1,3.35,3,.36620679,.1831749,.5518118
1,3.4,3,.36232834,.1799128,.5483415
1,3.45,3,.35850872,.1767191,.5449136
1,3.5,3,.35474657,.1735919,.5415277
1,3.55,3,.35104058,.1705292,.5381829
1,3.6,3,.34738949,.1675294,.5348784
1,3.65,3,.34379206,.1645906,.5316136
1,3.7,3,.34024714,.1617112,.5283877
1,3.75,3,.33675358,.1588896,.5252002
1,3.8,3,.33331026,.1561243,.5220502
1,3.85,3,.32991611,.1534138,.5189372
1,3.9,3,.32657008,.1507568,.5158604
1,3.95,3,.32327119,.1481518,.5128194
1,4,3,.32001845,.1455975,.5098134
1,4.05,3,.3168109,.1430927,.5068418
1,4.1,3,.31364766,.1406362,.5039042
1,4.15,3,.31052777,.1382268,.5009997
1,4.2,3,.30745044,.1358634,.498128
1,4.25,3,.30441475,.1335449,.4952884
1,4.3,3,.30141993,.1312702,.4924805
1,4.35,3,.2984652,.1290383,.4897035
1,4.4,3,.29554974,.1268482,.4869571
1,4.45,3,.29267284,.124699,.4842407
1,4.5,3,.28983372,.1225897,.4815538
1,4.55,3,.28703171,.1205195,.4788959
1,4.6,3,.28426612,.1184875,.4762666
1,4.65,3,.28153624,.1164928,.4736653
1,4.7,3,.27884147,.1145347,.4710915
1,4.75,3,.2761811,.1126123,.4685449
1,4.8,3,.27355454,.1107249,.4660249
1,4.85,3,.27096121,.1088717,.4635312
1,4.9,3,.26840048,.107052,.4610632
1,4.95,3,.2658718,.1052652,.4586207
1,5,3,.26337457,.1035104,.456203
2,0,3,1,1,1
2,.05,3,.9860152,.9622589,.9948577
2,.1,3,.9593051,.9152183,.9807053
2,.15,3,.92807788,.8637421,.9626815
2,.2,3,.895664,.8112872,.9435953
2,.25,3,.86366981,.7603099,.9246035
2,.3,3,.83289678,.7122446,.906174
2,.35,3,.80372921,.6677709,.888499
2,.4,3,.77632392,.6270877,.8716541
2,.45,3,.75071103,.5901159,.855662
2,.5,3,.72685017,.5566293,.8405201
2,.55,3,.70464095,.526299,.8262013
2,.6,3,.68391758,.4987106,.8126439
2,.65,3,.66452091,.4734936,.7997852
2,.7,3,.64631009,.4503371,.7875661
2,.75,3,.62916169,.4289819,.7759315
2,.8,3,.61296785,.4092115,.7648306
2,.85,3,.5976344,.3908448,.7542167
2,.9,3,.58307907,.3737289,.7440467
2,.95,3,.5692298,.3577344,.7342818
2,1,3,.55602339,.3427506,.7248862
2,1.05,3,.5434042,.3286823,.7158282
2,1.1,3,.53132308,.3154467,.7070785
2,1.15,3,.5197366,.3029718,.6986111
2,1.2,3,.50860605,.2911941,.6904023
2,1.25,3,.49789708,.2800575,.6824312
2,1.3,3,.48757888,.269512,.6746785
2,1.35,3,.47762386,.259513,.6671271
2,1.4,3,.46800727,.2500204,.6597618
2,1.45,3,.45870671,.240998,.6525687
2,1.5,3,.44970203,.232413,.6455354
2,1.55,3,.44097491,.2242357,.6386508
2,1.6,3,.43250869,.2164388,.631905
2,1.65,3,.42428877,.2089978,.6252895
2,1.7,3,.41630351,.2018911,.6187988
2,1.75,3,.40854259,.195099,.6124284
2,1.8,3,.40099627,.1886031,.6061741
2,1.85,3,.39365544,.1823862,.6000321
2,1.9,3,.3865116,.1764325,.5939989
2,1.95,3,.37955671,.1707271,.5880711
2,2,3,.37278325,.1652565,.5822458
2,2.05,3,.3661841,.1600076,.57652
2,2.1,3,.35975254,.1549686,.570891
2,2.15,3,.3534822,.1501284,.5653562
2,2.2,3,.34736717,.1454767,.5599133
2,2.25,3,.34140172,.1410036,.5545599
2,2.3,3,.33558048,.1367003,.5492938
2,2.35,3,.32989835,.1325582,.5441128
2,2.4,3,.32435046,.1285693,.539015
2,2.45,3,.31893225,.1247264,.5339984
2,2.5,3,.3136393,.1210224,.5290611
2,2.55,3,.30846746,.1174508,.5242014
2,2.6,3,.30341273,.1140055,.5194175
2,2.65,3,.29847131,.1106808,.5147076
2,2.7,3,.29363961,.1074711,.5100702
2,2.75,3,.28891415,.1043715,.5055038
2,2.8,3,.28429163,.101377,.5010067
2,2.85,3,.27976887,.0984833,.4965774
2,2.9,3,.27534284,.0956859,.4922146
2,2.95,3,.27101067,.0929809,.4879169
2,3,3,.26676956,.0903644,.4836828
2,3.05,3,.26261683,.0878328,.4795111
2,3.1,3,.25854995,.0853826,.4754004
2,3.15,3,.25456642,.0830107,.4713495
2,3.2,3,.25066392,.080714,.4673572
2,3.25,3,.24684017,.0784894,.4634224
2,3.3,3,.24309299,.0763343,.4595437
2,3.35,3,.23942027,.074246,.4557202
2,3.4,3,.23581998,.072222,.4519506
2,3.45,3,.23229021,.0702599,.448234
2,3.5,3,.22882906,.0683575,.4445693
2,3.55,3,.22543472,.0665124,.4409553
2,3.6,3,.22210546,.0647228,.4373913
2,3.65,3,.21883958,.0629866,.4338761
2,3.7,3,.21563548,.0613019,.4304088
2,3.75,3,.21249158,.0596669,.4269885
2,3.8,3,.20940637,.0580799,.4236143
2,3.85,3,.20637838,.0565392,.4202853
2,3.9,3,.2034062,.0550434,.4170005
2,3.95,3,.20048847,.0535907,.4137593
2,4,3,.19762387,.0521799,.4105607
2,4.05,3,.19481109,.0508095,.4074039
2,4.1,3,.19204895,.0494782,.4042882
2,4.15,3,.18933618,.0481848,.4012128
2,4.2,3,.18667169,.0469279,.3981769
2,4.25,3,.18405429,.0457064,.3951797
2,4.3,3,.18148291,.0445192,.3922207
2,4.35,3,.17895653,.0433652,.389299
2,4.4,3,.17647408,.0422433,.3864139
2,4.45,3,.17403459,.0411525,.3835649
2,4.5,3,.17163707,.040092,.3807511
2,4.55,3,.1692806,.0390606,.3779721
2,4.6,3,.16696429,.0380576,.3752272
2,4.65,3,.16468722,.0370821,.3725156
2,4.7,3,.16244856,.0361332,.369837
2,4.75,3,.16024745,.0352102,.3671905
2,4.8,3,.1580831,.0343122,.3645758
2,4.85,3,.15595474,.0334385,.3619922
2,4.9,3,.15386156,.0325883,.3594391
2,4.95,3,.15180286,.0317611,.3569161
2,5,3,.14977789,.0309561,.3544226
3,0,3,1,1,1
3,.05,3,.98956012,.9717528,.9961635
3,.1,3,.96951498,.9364762,.9855021
3,.15,3,.9458985,.8975814,.9717753
3,.2,3,.92116932,.8574773,.9570982
3,.25,3,.89653565,.8179475,.9423694
3,.3,3,.87262184,.7801039,.9279667
3,.35,3,.84974696,.7445384,.9140548
3,.4,3,.82806063,.7114965,.9007066
3,.45,3,.80761565,.6810102,.8879528
3,.5,3,.7884087,.6529884,.8758028
3,.55,3,.77038637,.6272431,.8642465
3,.6,3,.75343881,.603495,.8532463
3,.65,3,.73745727,.5814869,.8427618
3,.7,3,.72234427,.5610007,.8327541
3,.75,3,.70801347,.5418532,.823186
3,.8,3,.69438873,.5238908,.8140221
3,.85,3,.6814031,.5069847,.8052294
3,.9,3,.66899768,.4910261,.7967773
3,.95,3,.65712056,.4759227,.7886372
3,1,3,.64572598,.4615956,.7807831
3,1.05,3,.63477345,.447977,.7731909
3,1.1,3,.62422704,.4350078,.7658389
3,1.15,3,.61405488,.4226365,.7587072
3,1.2,3,.60422845,.4108177,.7517778
3,1.25,3,.59472234,.3995111,.7450343
3,1.3,3,.5855137,.3886808,.738462
3,1.35,3,.576582,.3782946,.7320476
3,1.4,3,.56790879,.3683233,.7257789
3,1.45,3,.5594773,.3587404,.7196452
3,1.5,3,.55127245,.3495221,.7136367
3,1.55,3,.54328044,.3406461,.7077445
3,1.6,3,.53548876,.3320922,.7019609
3,1.65,3,.52788649,.3238423,.6962789
3,1.7,3,.52046523,.3158807,.6906945
3,1.75,3,.51321761,.3081929,.6852039
3,1.8,3,.50613669,.3007655,.6798038
3,1.85,3,.49921593,.2935857,.6744915
3,1.9,3,.49244924,.2866415,.669264
3,1.95,3,.48583085,.2799216,.6641188
3,2,3,.47935533,.2734156,.6590537
3,2.05,3,.47301755,.2671134,.6540664
3,2.1,3,.46681267,.2610058,.6491548
3,2.15,3,.46073606,.2550839,.6443171
3,2.2,3,.45478343,.2493396,.6395513
3,2.25,3,.44895064,.2437651,.6348557
3,2.3,3,.44323376,.238353,.6302288
3,2.35,3,.43762907,.2330966,.6256688
3,2.4,3,.432133,.2279894,.6211742
3,2.45,3,.42674224,.2230252,.6167436
3,2.5,3,.42145353,.2181983,.6123757
3,2.55,3,.41626381,.2135033,.6080689
3,2.6,3,.41117014,.2089351,.6038222
3,2.65,3,.4061697,.2044886,.5996341
3,2.7,3,.40125986,.2001595,.5955035
3,2.75,3,.39643803,.1959433,.5914292
3,2.8,3,.39170175,.191836,.58741
3,2.85,3,.38704866,.1878335,.5834449
3,2.9,3,.38247648,.1839321,.5795327
3,2.95,3,.3779831,.1801285,.5756724
3,3,3,.37356639,.1764192,.5718631
3,3.05,3,.36922437,.172801,.5681036
3,3.1,3,.3649551,.1692709,.564393
3,3.15,3,.36075672,.165826,.5607305
3,3.2,3,.35662748,.1624635,.5571149
3,3.25,3,.35256564,.1591809,.5535455
3,3.3,3,.34856955,.1559756,.5500215
3,3.35,3,.34463761,.1528452,.5465418
3,3.4,3,.34076827,.1497874,.5431057
3,3.45,3,.33696007,.1468,.5397123
3,3.5,3,.33321156,.143881,.536361
3,3.55,3,.32952136,.1410283,.5330508
3,3.6,3,.32588812,.13824,.529781
3,3.65,3,.32231054,.1355142,.5265509
3,3.7,3,.31878739,.1328492,.5233598
3,3.75,3,.31531745,.1302433,.5202069
3,3.8,3,.31189955,.1276948,.5170916
3,3.85,3,.30853254,.1252021,.5140131
3,3.9,3,.30521531,.1227638,.5109708
3,3.95,3,.30194682,.1203784,.507964
3,4,3,.29872604,.1180445,.5049921
3,4.05,3,.29555193,.1157607,.5020545
3,4.1,3,.29242357,.1135257,.4991505
3,4.15,3,.28933996,.1113382,.4962797
3,4.2,3,.28630024,.1091972,.4934413
3,4.25,3,.28330346,.1071012,.4906347
3,4.3,3,.28034878,.1050493,.4878595
3,4.35,3,.2774354,.1030404,.4851152
3,4.4,3,.27456244,.1010734,.4824011
3,4.45,3,.27172917,.0991472,.4797167
3,4.5,3,.26893476,.0972609,.4770615
3,4.55,3,.26617848,.0954134,.474435
3,4.6,3,.26345963,.093604,.4718368
3,4.65,3,.26077745,.0918316,.4692663
3,4.7,3,.2581313,.0900955,.4667231
3,4.75,3,.25552045,.0883946,.4642066
3,4.8,3,.25294428,.0867284,.4617164
3,4.85,3,.25040217,.0850958,.4592522
3,4.9,3,.24789344,.0834962,.4568135
3,4.95,3,.24541754,.0819288,.4543998
3,5,3,.24297383,.0803929,.4520107
4,0,3,1,1,1
4,.05,3,.99145279,.9764478,.9969132
4,.1,3,.97499541,.9469149,.9883131
4,.15,3,.95552615,.9143272,.9771578
4,.2,3,.93504446,.8806707,.9651259
4,.25,3,.91454208,.8473932,.9529506
4,.3,3,.8945405,.8154026,.9409544
4,.35,3,.87531429,.785195,.9292866
4,.4,3,.85699986,.75699,.9180194
4,.45,3,.83965364,.7308348,.9071885
4,.5,3,.82328483,.7066741,.8968111
4,.55,3,.80785946,.6843668,.8868872
4,.6,3,.79329395,.6636848,.8773943
4,.65,3,.77950394,.644416,.8683062
4,.7,3,.76641323,.6263804,.8595967
4,.75,3,.75395392,.6094269,.85124
4,.8,3,.74206582,.5934293,.8432108
4,.85,3,.73069578,.5782818,.835485
4,.9,3,.71979687,.5638955,.8280396
4,.95,3,.70932757,.5501955,.8208531
4,1,3,.69925118,.537118,.8139052
4,1.05,3,.68953515,.5246083,.8071773
4,1.1,3,.6801505,.5126193,.8006521
4,1.15,3,.67107149,.50111,.7943138
4,1.2,3,.66227502,.4900445,.7881479
4,1.25,3,.65374047,.479391,.7821409
4,1.3,3,.64544928,.4691213,.7762809
4,1.35,3,.63738472,.4592102,.7705569
4,1.4,3,.62953176,.4496348,.7649587
4,1.45,3,.62187671,.4403746,.7594776
4,1.5,3,.61440723,.4314108,.754105
4,1.55,3,.60711204,.4227263,.7488338
4,1.6,3,.59998087,.4143052,.7436572
4,1.65,3,.59300482,.4061335,.7385694
4,1.7,3,.58617721,.3981996,.7335668
4,1.75,3,.57949222,.390493,.7286459
4,1.8,3,.57294436,.3830036,.723804
4,1.85,3,.56652848,.3757219,.7190383
4,1.9,3,.56023976,.368639,.7143465
4,1.95,3,.55407361,.3617463,.7097263
4,2,3,.54802575,.3550358,.7051756
4,2.05,3,.54209212,.3484999,.7006925
4,2.1,3,.53626887,.3421314,.6962751
4,2.15,3,.53055233,.3359236,.6919217
4,2.2,3,.52493911,.3298699,.6876308
4,2.25,3,.51942589,.3239644,.6834007
4,2.3,3,.51400956,.3182015,.67923
4,2.35,3,.50868717,.3125755,.6751174
4,2.4,3,.50345586,.3070815,.6710615
4,2.45,3,.498313,.3017145,.667061
4,2.5,3,.493256,.2964702,.6631147
4,2.55,3,.4882824,.291344,.6592215
4,2.6,3,.48338987,.2863319,.6553802
4,2.65,3,.47857614,.2814299,.6515897
4,2.7,3,.47383911,.2766344,.647849
4,2.75,3,.46917671,.2719419,.644157
4,2.8,3,.46458697,.2673491,.6405128
4,2.85,3,.460068,.2628527,.6369153
4,2.9,3,.45561797,.2584497,.6333637
4,2.95,3,.45123518,.2541372,.629857
4,3,3,.44691792,.2499127,.6263943
4,3.05,3,.4426646,.2457733,.6229749
4,3.1,3,.43847366,.2417166,.6195979
4,3.15,3,.43434359,.2377403,.6162623
4,3.2,3,.43027299,.233842,.6129676
4,3.25,3,.42626045,.2300197,.6097127
4,3.3,3,.42230464,.2262711,.6064971
4,3.35,3,.41840427,.2225944,.60332
4,3.4,3,.41455807,.2189875,.6001806
4,3.45,3,.41076489,.2154487,.5970783
4,3.5,3,.40702352,.2119763,.5940123
4,3.55,3,.40333286,.2085685,.5909819
4,3.6,3,.39969182,.2052236,.5879866
4,3.65,3,.39609931,.2019403,.5850257
4,3.7,3,.39255437,.1987168,.5820984
4,3.75,3,.38905599,.1955519,.5792044
4,3.8,3,.3856032,.1924441,.5763428
4,3.85,3,.38219509,.1893921,.5735132
4,3.9,3,.37883075,.1863946,.570715
4,3.95,3,.37550932,.1834503,.5679474
4,4,3,.37222995,.180558,.5652102
4,4.05,3,.3689918,.1777166,.5625027
4,4.1,3,.36579412,.174925,.5598243
4,4.15,3,.36263608,.1721819,.5571746
4,4.2,3,.35951699,.1694865,.5545531
4,4.25,3,.35643605,.1668377,.5519592
4,4.3,3,.35339259,.1642345,.5493924
4,4.35,3,.35038594,.1616759,.5468524
4,4.4,3,.34741537,.159161,.5443385
4,4.45,3,.34448028,.1566889,.5418505
4,4.5,3,.34157999,.1542588,.5393878
4,4.55,3,.3387139,.1518697,.5369499
4,4.6,3,.33588143,.1495209,.5345366
4,4.65,3,.33308194,.1472115,.5321473
4,4.7,3,.33031491,.1449408,.5297816
4,4.75,3,.32757974,.1427081,.5274391
4,4.8,3,.3248759,.1405125,.5251195
4,4.85,3,.32220288,.1383533,.5228224
4,4.9,3,.31956013,.13623,.5205473
4,4.95,3,.31694717,.1341417,.518294
4,5,3,.31436348,.1320878,.516062
